Mall Name,Mall State,Mall Address,Mall Phone,Mall Latitude,Mall Longitude,Mall Number of Stores,Mall Stores List
Vista Ridge Mall,Texas,"2401 South Stemmons, Freeway, Lewisville, Texas 75067",(972) 315-3641,32.632935,-96.8231277,132 stores, A 1 Home Care |  Aeropostale |  Al's Formal Wear |  American Eagle Outfitters |  Aria Bridal & Formal |  AT&T; Prime Mobile |  B&B; News & More |  Bath & Body Works |  BCBGMAXAZRIA |  Bellini Jewelers |  Berdalli Jewelers |  BII Tailor |  Bloom |  Brilliance Jewelers |  Brookstone |  California Nails |  Candy World |  Cars 4 Lots Less |  Cinemark 15 |  Claire's  |  Click |  Clinique |  Collectors Heaven |  Dairy Queen/Orange Julius |  Dallas Cowboys Prop Shop |  Dental Centers of America |  Dillard's |  Dr. Fritts |  Dr. Portales |  Dr. Shaw (Sears Optical) |  Earthbound Trading Co. |  Express |  Express Men |  EyeMasters |  Fanzz |  Fast-Fix Jewelry Repair |  Foot Heaven |  Foot Locker |  Frenzi |  Fresh Grill |  Frullati |  GameStop |  Gap  |  Gianni Jewelers |  Global Wireless |  GNC |  Gold & Time |  Great American Cookies |  Gymboree |  Heakin Research |  Helzberg Diamonds |  Hollister Co. |  Hot Topic |  Champs Sports |  Charlotte Russe |  Christopher & Banks |  Image |  iPlay N Talk |  J. Kinlow Hair/Body Lab |  JCPenney |  JCPenney Optical |  JCPenney Salon |  Journeys |  Journeys Kidz |  Justice |  Justringz |  Kay Jewelers |  Kids Foot Locker |  LaMariposa Plus |  Lane Bryant |  Lee Nails |  LensCrafters |  Limited |  LOFT |  Macy's |  Mana Beauty |  MasterCuts |  Merle Norman Cosmetics |  MetroPCS |  Mia & Maxx Hair Studio |  Milano Leather |  Mobile Life |  Motherhood Maternity |  Mr. Pretzel |  New York & Company |  NuMe |  PacSun |  Panda Express |  Panera Bread |  Papaya |  Pazazz |  Perfumania |  Pro Activ |  Regis Salon |  Relaxation Station |  Roll With It |  Sassy Tees & Tops |  Scrubs Style |  Sears |  Sears Automotive Center |  Sears Avis Rental Car |  Sears Optical Center |  Sears Portrait Studio |  Sentiment R Us Candle Co. |  Share Your Blessings |  Shoe Dept. |  Sleep Number by Select Co |  Sonic Drive In |  Steak Escape |  Sunglass Hut |  Texas Tees & Collectibles |  The Body Shop |  The Buckle |  The Children's Place |  The Silver Shop |  Things Remembered |  T-Mobile/Good Deal |  Toni & Guy |  Tony's Pizzeria |  Toys & Gifts |  Trade Secret |  Verizon |  Victoria's Secret |  Watch Zone |  Wet Seal |  Wink |  Wireless Accessories |  World Chicken |  Yankee Candle |  Zales The Diamond Store |  Zumiez
Volusia Mall,Florida,"1700 W. International Speedway Blvd., Daytona Beach, FL",386-253-6783,29.195698,-81.063029,129 stores, Abercrombie & Fitch |  AC Doctor's Rejuvenation Center |  Aéropostale |  Aimee's Hallmark |  Air Force Recruiting Office |  ALDO |  American Eagle Outfitters |  Ameritel |  Applebee's Neighborhood Grill and Bar |  Army Recruiting Office |  Artsy Abode |  AT&T; - Cingular |  ATM - Bank of America |  Auntie Anne's |  Balance of Energy |  Bath & Body Works |  Beauty of Thread |  Belt & Buckle |  Best Buy Mobile |  Body Shop |  Books-A-Million |  Bresler's Ice Cream & Yogurt |  Bright House Networks |  Brookstone |  Buckle |  Cajun Cafe & Grill |  Cellairis |  Cellaris |  Cellular Express Plus |  Claire's |  Cotton On* |  Dakota Watch Company |  Dillard's |  Dillard's Styling Salon |  Dream Health Massage |  DT Embroidery |  Ella Bella |  Finish Line |  Firestone |  Flip Flop Shops |  Foot Locker |  GameStop |  General Nutrition Center |  Gloria Jean's Coffees |  Gold Buyers |  Golden Attic |  Gymboree® |  Heat in a Click |  Hollister Co. |  Hot Topic |  Champs Sports |  Charlotte Russe |  Charmed 11 |  Chick-fil-A |  China Max |  Christopher & Banks |  Imax |  Intouch Wireless |  J & B Jewelers |  JCPenney |  JCPenney Optical |  JCPenney Portrait |  JCPenney Salon |  Jimmy Jazz |  Journeys |  Journeys Kidz |  Justice |  Kay Jewelers |  Kids Foot Locker |  Lady Foot Locker |  Lee Nail Spa |  LensCrafters |  Lids |  Macy's |  Mall Jump |  Marine Corps Recruiting Office |  Master of Repair |  MasterCuts |  Maui Nix |  Men's Wearhouse and Tux |  Metro PCS |  Micabella |  Mr. Dunderbak's |  Nail Art |  Nail Studio |  Nature's Table |  Navy Recruiting Office |  New York & Company |  No Fear |  PacSun |  Payless ShoeSource |  Perfume Collection |  Piccadilly Cafeteria |  Piercing Pagoda |  Rack Room Shoes |  RadioShack |  Reeds Jewelers |  Regis |  Sarku Japan |  Sbarro the Italian Eatery |  Sears |  Sears Automotive |  Sears Optical |  Smoke Free |  Spencer Gifts |  Sports Corner |  Sprint Nextel |  Stick It |  Styles |  Sunglass Hut |  Sunny Shades |  Sweet Factory |  Things Remembered |  T-Mobile |  Totally Pagoda |  Toy & Bear Factory |  Traffic Shoes |  Urban Image |  Verizon Wireless |  Victoria's Secret |  Victoria's Secret Beauty |  Views |  Visionworks |  Wetzel's Pretzels |  Wicks 'n' Sticks |  Windsor |  Yankee Candle Company |  Zales Jewelers
Voorhees Town Center,New Jersey,"Burnt Mill & Somerdale Road, Voorhees, NJ",856-772-1950,39.8503636,-75.006926,60 stores," Allied Barton |  AT & T |  Auntie Anne's Pretzels |  Bain's Deli |  Bath & Body Works |  Bayada Nurses |  Beautiful Nails & Spa |  Boscov's |  Boscov's - New Attitude |  Camden County Store |  Claire's Boutique |  Country Scents |  Cutting Crew |  Day by Day Calendars |  Deux Au Naturel |  Echelon Mall Ministry |  Echelon Uniform |  Finish Line |  Footlocker |  Gamestop |  Great American Cookie Company |  H&R; Block |  Hallmark Gold Crown - Amy's Hallmark |  Heakin Research |  Hot Topic |  Chick-Fil-A |  Children's Place, The - OPENING THURS, OCT. 21, 2010 |  Intoxx Fitness - NOW OPEN! |  Italian Treasures |  Jackson Hewitt Tax Services |  Joyce Leslie |  Kay Jewelers |  Lenscrafters |  Liberty Travel |  Lorenzo's Pizza |  Macy's |  Mall Management Office |  Many Blessings |  Men's Mart |  Pay/half Family Clothes |  Payless Shoe Source |  Perfuroma |  Philly Steak & Gyro |  Radio Shack |  Rizzieri Aveda School for Beauty & Wellness |  Rizzieri Studio Salon |  Saladworks |  Serene Blu Relaxation Center |  Spencer Gifts |  Subway |  The Spot Teen Center |  Things Remembered |  T-Mobile |  T-Mobile Kiosk |  Toys - R - Us - Now Open! |  USA Blues |  Verizon Wireless |  Victoria's Secret |  Yanagi"
Waikele Center,Hawaii,"94-849 Lumiaina Street, Suite 100 Waipahu, HI 96797",808-671-6977,21.3993858,-158.0044956,38 stores," Aces ABA Hawaii |  Aloha Pacific Fed. Credit |  Bank of Hawaii |  Baskin-Robbins |  Century 21 All Islands |  Dr. Greigh Hirata |  Eye Association of Hawaii |  GameStop |  Genki Sushi |  Hope Chapel West Oahu |  Chili's |  Jamba Juice |  Jennifer M. Sasada, DMD |  Jurison's Inn |  Ka Wai Ola Family Clinic |  KFC |  Kmart |  Lowe's |  McDonald's |  Mountain Magic Shave Ice |  Mr. Malasadas |  OfficeMax |  Old Navy |  Pacific Retina Care |  Party City |  Paul Brown |  Pet Hale |  Professionail |  RadioShack |  Restaurant Kunio |  Starbucks Coffee |  Subway |  Sukyo Mahikarie Center |  The Sports Authority |  Vacant |  Woody's Hot Dogs |  Y'Kele Korean BBQ"
Waikiki Shopping Plaza,Hawaii,"Waikiki Business Plaza, 18th Floor 2270 Kalakaua Avenue, Honolulu, HI 96815",(808) 923-1191,21.2788576,-157.8279644,47 stores, A|X Armani Exchange |  ABC Stores |  Alter Ego |  Aqua Cafe |  Arby's |  Beach Ave |  Belle Vie |  Best Bridal |  Bijoux De Plaza (2) |  Bon Bon Cafe |  Catch USA |  City Bank |  Gem Creations |  Gold N Gifts |  H.I.S. Hawaii |  Hana Golf |  Hawaii Postal Express |  Heidi's Trading Inc. |  Japan Int'l Credit Card |  Japan Travel Bureau |  Jewelry Kingdom |  Joy Gifts |  Kiwami Ramen |  Kupulan Jewelry |  Kupulau Jewelry |  Lau Yee Chai |  Le Sportsac |  Luna Blue |  Margo's Tahiti Pearl Fact |  Marie's Organic Cafe |  MCX Trading |  Memories Inc. |  NTT DoCoMo |  O My Sole |  Pearl & Coral |  Pearl's Korean BBQ |  Pleasant Hawaiian |  Sephora |  Subway |  Tanaka of Tokyo Restrnt. |  Trading Post |  Victoria's Secret |  Visitor Aloha Society |  Wah Hing Jewelry |  Waikiki Improvement |  Windward Yacht Charters
Walden Galleria,New York,"One Walden Galleria Drive, Buffalo, New York 14225",+1 716-681-7600,42.9151879,-78.7629766,195 stores, 77 Kids by American Eagle |  abercrombie |  Abercrombie & Fitch |  aerie by American Eagle |  Aeropostale |  Against All Odds |  ALDO |  American Eagle Outfitters |  Ann Taylor |  Anthropologie |  Apple Store |  Arby's |  Arden B |  As Seen On TV |  AT&T; |  ATM |  Auntie Anne's Pretzels |  Aveda |  babyGap |  Bakers |  Banana Republic |  Bank of America  |  Bar Louie |  Bare Escentuals |  Bath & Body Works |  Beauty Eternity |  Beauty Plus Salon |  bebe |  Belden Jewelers |  Best Buy |  Body by Pagoda |  BRAVO! Cucina Italiana |  Brighton Collectibles |  Brookstone |  Buckle |  Build-A-Bear Workshop |  Cacique |  Cache |  Cell Ace |  Claire's  |  Clarks |  Coach |  Colosseum Jewelry |  Dairy Queen |  Dakota Watch Co. |  Deberardinis Salon |  dELiA*s |  Dick's Sporting Goods |  Dippin' Dots |  DSW |  Easy Spirit |  Easy Wok |  Ecco |  EFX Currency Exchange |  Emy's Nails |  Euphoria |  Express |  Famous Footwear |  Fast Fix Jewelry Repair |  Finish Line |  Foot Locker |  Forever 21 |  Fredericks of Hollywood |  Free People |  GameStop |  Gap  |  GapBody |  GapKids |  Garage |  Gilly Hicks |  Giorgio Brutini |  GNC Live Well |  Gordon Biersch Brewery |  Guess |  Gymboree |  H&M; |  Hollister Co. |  Honey's |  Hot Topic |  Hugo Boss |  Hyde Park |  Champs |  Charley's Steakery |  Charlotte Russe |  Chayban Tailors |  China Master |  Christopher & Banks |  J. Jill |  J.Crew |  Jack Astor's Restaurant |  JCPenney |  JCPenney Optical |  JCPenney Portrait Studio |  JCPenney Salon |  Johnny Rockets |  Jos. A. Bank |  Journeys |  Justice |  Kay Jewelers |  Key Bank |  Kirkland's |  Lady Foot Locker |  Lane Bryant |  Laux Sporting Goods |  Le Gourmet Chef |  Lee Nails |  LensCrafters |  Lids |  Lids Kids |  L'Occitane |  LOFT |  Lord & Taylor |  Lotto-N-More |  Lucky Brand Jeans |  M&T; Bank |  Macy's |  MasterCuts |  Michael Kors |  Millenium |  Moment Photoshop |  Mr. Smoothie |  Mr. Souvlaki |  Mrs. Fields Cookies |  MW Tux |  New York & Company |  Nine West |  Oakley |  Old Navy |  Orange Julius |  Oyishi Japan |  P.F. Chang's China Bistro |  P.S. from Aeropostale |  Pacific Sunwear |  Pandora |  Papaya |  Payless Kids |  Payless ShoeSource |  Perfumania |  Piercing Pagoda |  Pomegranate & Co. |  Pottery Barn |  Pottery Barn Kids |  Pretzel Maker |  Quickfire Grill |  RadioShack |  Regal Cinemas |  Regis Salon |  Sbarro |  Sears |  Sears Automotive Center |  Sears Optical Center |  Sears Portrait Studio |  Sephora |  Skechers USA |  Sleep Number by Select Co |  Soha's Leather |  Solstice |  Spencer's |  Sprint/Nextel |  Starbucks Coffee |  Street Legends |  Stride Rite |  Subway |  Sunglass Hut |  Swarovski |  Sweet Emotions |  Taco Bell |  Teavana |  The Body Shop |  The Cheesecake Factory |  The Children's Place |  The Icing |  The Limited |  The Melting Pot |  The Walking Company |  Things Remembered |  Tim Horton's |  Tina's Hallmark |  T-Mobile |  Torrid |  Trade Secret |  Tuxedo Junction |  Underground Station |  Urban Outfitters |  Vanity |  Verizon Wireless |  Victoria's Secret |  Vitamin World |  Waloen Tobacconist |  Wet Seal |  Williams-Sonoma |  Yankee Candle |  Zales The Diamond Store |  Zumiez
Walnut Square,Georgia,"2150 East Walnut Av., Dalton, GA",706-226-3777,34.7613881,-84.9342295,75 stores, Accents Embroidery |  Aéropostale |  American Eagle Outfitters |  Bath & Body Works |  Belk |  Belk Home & Kids |  Books-A-Million |  Carmike Cinemas 12 |  CB's Perfume |  Cellular Communications |  claire's |  Cooked Sushi |  DEB and DEB Plus |  Foot Locker |  GameStop |  General Nutrition Center |  Goodwill |  GQ Menswear |  Great American Cookies |  Hibbett Sports |  Hot Topic |  Charming Creations |  Chick-fil-A |  China Garden |  Instant Jewelry Repair |  Java Junction |  JCPenney |  JCPenney Salon |  Jo-Ann Fabric & Crafts |  Joker's Audio |  Journeys |  Kay Jewelers |  La Michoacana |  Las Margaritas |  Little Tokyo |  Logan's Roadhouse |  Lynn's Hallmark |  Mall Office |  Mall Security |  Mastercuts |  maurices |  Medley of California |  Millano |  New York Emporium |  Oxford Jewelers |  PacSun |  Payless ShoeSource |  Payless Wireless Metro PCS |  Pearle Vision Express |  Pet Paradise |  PNC Bank ATM |  Proactiv Solution |  RadioShack |  Rainbow |  Regis |  RUSH Fitness |  Ryan's Steakhouse (outside) |  Sbarro the Italian Eatery |  Sears |  Sears Portrait Studio |  Subway |  The Children's Place |  The Shoe Dept. |  Time Out |  T-Mobile |  Top Line Shoes |  Touchtel |  U.S. Army |  U.S. Marines |  U.S. Nails |  U.S. Navy |  Verizon Wireless |  Weight Watchers |  Zales Jewelers
Walt Whitman Mall,New York,"160 Walt Whitman Rd, Huntington Station, NY 11746-4130",(631) 271-1746,40.8252627,-73.4121544,77 stores," 59th & Lex |  A|X Armani Exchange |  Abercrombie & Fitch |  Aldo Shoes |  Anthropologie |  Apple |  AT&T; |  Banana Republic |  BCBG MaxAzria |  bebe |  BleachBright |  Bloomingdale's |  Brighton Collectibles |  Brooks Brothers |  Brookstone |  Caché |  California Pizza Kitchen |  Cirella's Cafe |  Citibank |  Coach |  Cohen's Fashion Optical |  Cookie Wookie |  Express |  Foot Locker |  Francesca's Collections |  Free People |  GNC - General Nutrition Center |  Go Wireless-Verizon |  Godiva Chocolatier |  Hallmark |  Hanna Andersson |  Henri Bendel |  HSBC |  Cheesecake Factory, The |  J. Jill |  J.Crew |  Johnston & Murphy |  Kay Jewelers |  Lady Foot Locker |  Legal Sea Foods |  LensCrafters |  L'Occitane |  LOFT |  Lord & Taylor |  Lush Fresh Handmade Cosmetics |  MAC Cosmetics |  Macy*s |  Madewell |  Microsoft |  Michael Kors |  Pandora |  Panera Bread |  Periwinkle Blue |  Pottery Barn |  Pretzel Time |  Saks Fifth Avenue |  Saks Salon & Spa |  Salon Victoria - Nails & Spa |  Sephora |  Soma Intimates |  Starbucks Coffee |  Steve Madden |  Sunglass Hut |  Swarovski Crystal |  Teavana |  The Noerr Programs |  Things Remembered |  Ticketmaster |  Tourneau |  True Religion |  Tumi |  Vera Bradley |  Victoria's Secret |  Walking Company, The |  White House Black Market |  Williams-Sonoma"
Ward Centers,Hawaii,"1240 Ala Moana Blvd, Honolulu, Hawaii 96814",+1 808-591-8411,21.2945796,-157.854973,114 stores, All About Hawaii |  As Seen On TV |  BA-LE Sandwich |  Big City Diner |  Birkenstock Footprints |  Bobbi & Guy Beauty Supply |  Borders |  Bose Entertainment Center |  Brian's Hawaiian Kitchen |  Brookstone |  Buca di Beppo |  C.June Shoes |  California Beach Sushi |  Calista by Cotton Cargo |  Cinnamon Girl |  Clay Cafe |  Cold Stone Creamery |  Consolidated 16 Theatre |  Cottage By The Sea |  Crazy Shirts Outlet |  Curry King |  Dairy Queen/Orange Julius |  Dave & Buster's |  Diem Cafe |  Dolce |  Downtown Giftthings |  Eden in Love |  Exec. Chef/Bath & Butler |  Expressions Portrait |  Famous Footwear |  Flags Flying |  Genki Sushi |  Goma Tei Ramen |  Happy Haleiwa |  Hawaii Doggie Bakery/Gift |  Honolulu Cookie Company |  Honolulu Chocolate Co. |  InSpecs Eyewear |  Island Gold Collection |  Island Guitars |  Island Slipper |  Island Soap & Candleworks |  Jamba Juice |  Jeff Chang Pottery/Crafts |  Kaka'ako Kitchen |  Kanpai Bar & Grill |  Kincaid's Steak House |  Korean BBQ |  Kua 'Aina Sandwich |  L&L; Drive Inn |  Liquor Collection |  Local Fever |  Loco Boutique |  Martin & MacArthur |  Marukai Market Place |  McDonald's Express |  Menchie's Frozen Yogurt |  Merle Norman Cosmetics |  Misfortune |  Mocha Java Cafe |  MP Collections |  Mr. Egg Roll |  My Little Secret |  Native Books/Na Mea HI |  Ninja Sushi |  Noa Noa |  Nohea Gallery |  Nordstrom Rack |  Novel-T World |  Office Depot |  Old Spaghetti Factory |  Other Realms |  Pa'ina Cafe |  Panda Express |  Paul Brown Salon |  Pictures Plus |  Pier 1 Imports |  Quiksilver Youth |  Rainbowtique |  Raiz Salon |  Red Pineapple |  Rix Island Wear |  Ross Dress For Less |  Roxy |  Ryan's Grill |  Salon Bobbi & Guy |  San Lorenzo Bikinis |  Secured Gold Buyers |  Sedona |  Silver & Socks by NOE |  Solstice |  Starbucks Coffee |  Subway |  Sunglass Hut |  Sushi at Ward |  Sushi Masa |  T&C; Surf Shop |  Taco Del Mar |  Taj Clubhouse |  Tango Market |  The Gallery |  The Pet Corner |  The Sports Authority |  The Ultimate Foot Store |  The Watch & Jewelry Co. |  The Wedding Cafe |  Trends Jodhpur |  Tropics Cafe Bar & Lounge |  Victoria Nail/Hair Salon |  Wahoo's Fish Taco |  WeePlay & Learn |  XCEL Wetsuits |  Z Pizza
Ward Parkway Center,Missouri,"8600 Ward Parkway, Kansas City, MO 64114",816.363.3545,38.967384,-94.606619,45 stores, 24 Hour Fitness |  AMC Theatres |  Bath & Body Works |  Career Education |  Cargo World |  Car-Lene Research |  Catherines |  Claire's  |  Cool Gifts |  Design Jewelry |  Dick's Sporting Goods |  Elite Nail |  Exclusively For You |  EyeMasters |  Five Guys Burgers & Fries |  Foot Locker |  Fred Meyer Jewelers |  Future Home of Trader Joe |  Gary Gribble Running Sprt |  GNC |  Healthmate eMassager |  Hometown Hearing & Audio |  Chick-fil-A |  Chunn Tailor/Shoe Repair |  Indian Creek Trading Co. |  Lane Bryant |  Lost & Found |  Mr. Bulky's Foods |  Off Broadway Shoes |  Old Navy |  Payless ShoeSource |  Perfect Gifts & Leather |  PetSmart |  Pier 1 Imports |  Sportsnutz |  Sprint |  Starbucks Coffee |  State Farm |  T.J.Maxx |  Target |  Target Cafe |  T-Mobile |  Trader Joe's |  X-Cell Accessories
Wareham Crossing,Massachusetts,"2421 Cranberry Highway, Wareham, MA",617-232-8900,41.778705,-70.742533,23 stores, AT&T; |  Bath and Body Works |  Borders |  Claire's |  DSW |  Famous Footwear |  J.C. Penney |  L.L.Bean Outlet |  Longhorn Steakhouse |  Lowe's |  MAC Express |  Mattress Giant |  Michael Wayne's Hair & Skin/Aveda Concept Store |  Michaels Arts and Crafts |  Old Navy |  Payless ShoesSource |  Qdoba Mexican Grill |  Red Robin |  Staples |  T.J. Maxx |  Target |  Yankee Candle
Warwick Mall,Rhode Island,"400 Bald Hill Road, Suite 100, Warwick, Rhode Island 02886",+1 401-739-7500,41.722536,-71.4757577,102 stores, Abercrombie & Fitch |  Accessory City |  aerie by American Eagle |  Aeropostale |  Airbrush Studio |  ALDO |  American Eagle Outfitters |  Ann Taylor |  AT&T; |  Auntie Anne's Pretzels |  Bakers |  Bank RI ATM |  Bath & Body Works |  Bear Village |  Beautiful Hair |  Beldens Jewelers |  Beltone New England |  Brookstone |  Burger King |  Cache |  Calendar Club |  Caponhead |  Citizens Bank ATM |  Claire's  |  College Planning |  Cornerstone Pub |  Country Gold Buyers |  Cox Communications |  CVS/Pharmacy |  Dara's Delight |  Dippin' Dots |  Disney Store |  Dunkin Donuts |  EB Games |  Express |  f.y.e. |  Firestone |  Foot Locker |  Footaction USA |  Gabrielle's |  Gap  |  GapKids |  Gold Anchor |  Gymboree |  Hallmark Cards & Gifts |  Charlotte Russe |  Chelo's |  Intouch Wireless |  JCPenney |  JCPenney Salon |  Justice |  Kay Jewelers |  Lane Bryant |  LensCrafters |  Liberty Travel |  Little Tokyo |  LongHorn Steakhouse |  Lottery/RI Souvenier |  Macy's |  Nail Pro |  New York & Company |  Newport Creamery |  Newport Engraving |  Nick's Studio |  Nine West |  Old Navy |  Olympia Sports |  Panda Express |  Payless ShoeSource |  Piercing Pagoda |  PNC Bank |  Portrait Simple |  Puppy Luv |  RadioShack |  RI Costume |  RI Home Improvement |  Sbarro |  Showcase Cinemas |  Sit Back and Relax |  Spa by the Sea |  Sprint |  Stride Rite |  Style Your Hair |  Subway |  Sunglass Express |  Sunglass Hut |  Swarvoski |  Taco Bell |  Target |  The Limited |  Things Remembered |  Tilt |  U.S. Recruiting-Nat'l Grd |  Urban Behavior |  Victoria's Secret |  Vitamin World |  Waldenbooks |  Warwick Mall Hair Salon |  Wet Seal |  Wicks N Sticks |  Zales The Diamond Store
